OBJECTID;Id. Falla;Nom / Nombre;Secció / Seccion;Fallera Major / Fallera Mayor;President / Presidente;Artiste / Artista;Lema;Any Fundació / Año Fundacion;Distintiu / Distintivo;Esbós / Boceto;Falla Experimental;geo_shape;geo_point_2d
2825;227;Gayano Lluch;IE;Adriana Madrigal González;Bruno Díaz Matías;Raúl García Pertusa;Te tengo en mente;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_227_bi.jpg;;"{""coordinates"": [-0.3806611014459379, 39.49177542760402], ""type"": ""Point""}";39.49177542760402, -0.3806611014459379
2829;106;Primat Reig-Sant Vicent de Paül;12;NO HAY;NO HAY;JUAN JOSE SEVILLA;D'Amèrica per al món;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_106_bi.jpg;;"{""coordinates"": [-0.36958487457845307, 39.48975112536615], ""type"": ""Point""}";39.48975112536615, -0.36958487457845307
2832;318;Tarongers-Universitat Politècnica;13;Ainara Laraudogoitia Méndez;Alexis Pérez Galiana;Fet d'Encàrrec (Maria Falcó -Paco Pellicer);El meu bosc... ...és particular!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_318_bi.jpg;;"{""coordinates"": [-0.34889667372838357, 39.48137598733567], ""type"": ""Point""}";39.48137598733567, -0.34889667372838357
2839;284;Ceramista Ros-Josep Maria Mortes Lerma;1;Alba Pérez Piqueras;Álvaro Barjas Núñez;Miriam García Sandemetrio;Casal School;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_284_bi.jpg;;"{""coordinates"": [-0.40348729329800753, 39.46340208990304], ""type"": ""Point""}";39.46340208990304, -0.40348729329800753
2846;262;Campament-La Iessa;3;Ángela Fernández Bonillo;Iker Martínez Angulo;ROBERTO MORATALLA;Molta festa;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_262_bi.jpg;;"{""coordinates"": [-0.42710400189822567, 39.4996155770814], ""type"": ""Point""}";39.4996155770814, -0.42710400189822567
2847;130;Patraix, pl.;18;Carmesina García Tamarit;Alberto Ávila López;Miguel March Azor;Dulce imaginación;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_130_bi.jpg;;"{""coordinates"": [-0.39233021672336404, 39.46296516665024], ""type"": ""Point""}";39.46296516665024, -0.39233021672336404
2848;159;Doctor Manuel Candela-Beatriz Tortosa;17;Sara Guerrero Azorín;NO HAY;ANDREU SANCHEZ HERNANDEZ;ON ESTÀ EL CRITERI?;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_159_bi.jpg;;"{""coordinates"": [-0.3491571850149059, 39.47168230962316], ""type"": ""Point""}";39.47168230962316, -0.3491571850149059
2850;59;Aras de Alpuente-Castell de Pop;2;María García Romero;Gerard Romero Signes;MIRIAM GARCIA SANDEMETRIO;PREN LA METXA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_059_bi.jpg;;"{""coordinates"": [-0.3333648013793356, 39.44808039246024], ""type"": ""Point""}";39.44808039246024, -0.3333648013793356
2853;326;Hellín-Pere de Luna;17;Valentina Espinós Arnal;Adrián Valderrama García;TEDI CHICHANOVA;Colores de México;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_326_bi.jpg;;"{""coordinates"": [-0.3906144348022921, 39.433504656965965], ""type"": ""Point""}";39.433504656965965, -0.3906144348022921
2855;191;Pare Domènech-Pius XII;9;NO HAY;NO HAY;Cristian García Carrasco;Cuidem-los;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_191_bi.jpg;;"{""coordinates"": [-0.3936507407758286, 39.47934444866027], ""type"": ""Point""}";39.47934444866027, -0.3936507407758286
2859;277;Guardacostes-Músic Jarque Cualladó;14;NO HAY;NO HAY;ARTE EFIMERO SL;EN EL CEL;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_277_bi.jpg;;"{""coordinates"": [-0.3830685866726015, 39.48942529042691], ""type"": ""Point""}";39.48942529042691, -0.3830685866726015
2860;47;Alberic-Heroi Romeu;4;Alba Rengel Alberola;NO HAY;La Mire;Permet-me ser;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_047_bi.jpg;;"{""coordinates"": [-0.38953645607876713, 39.46860334809223], ""type"": ""Point""}";39.46860334809223, -0.38953645607876713
2862;276;Carrera de Malilla-Illa Cabrera;6;Sara López Romero;Pablo Perales Vilanova;Pam de Nas (Fran Tarazona);tu-tum!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_276_bi.jpg;;"{""coordinates"": [-0.37996939913164085, 39.44916946090656], ""type"": ""Point""}";39.44916946090656, -0.37996939913164085
2869;208;Escalante-Marina;13;Vera Martí Ferrer;Pablo León Portero;ALEJANDRO CANO HERNANDEZ;ENTRE TOTS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_208_bi.jpg;;"{""coordinates"": [-0.32996018706268065, 39.4722370625933], ""type"": ""Point""}";39.4722370625933, -0.32996018706268065
2872;143;Reina-Pau-Sant Vicent;IE;Leyre Molina Piqueres;Nacho Fernández Marín;Jose Luis Ceballos y Francisco Sanabria;ANIMALENCIA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_143_bi.jpg;;"{""coordinates"": [-0.37558562039585114, 39.47389436161795], ""type"": ""Point""}";39.47389436161795, -0.37558562039585114
2874;291;Jerónima Galés-Litògraf Pascual i Abad;5;Claudia Caballero Fito;Gonzalo Claramonte Prados;Mª Amparo Valero Costa;Fem visible, l 'invisible;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_291_bi.jpg;;"{""coordinates"": [-0.3916449378113117, 39.451475389988126], ""type"": ""Point""}";39.451475389988126, -0.3916449378113117
2875;81;Goya-El Brasil;11;Carolina Jiménez Honrubia;Álvaro Mezquita Giménez;Álvaro Guija;Informad@s;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_081_bi.jpg;;"{""coordinates"": [-0.39867232279896087, 39.47188340817028], ""type"": ""Point""}";39.47188340817028, -0.39867232279896087
2880;111;Burjassot-Pare Carbonell;5;Martina Garrido Bayona;Martín Sanchis Rodríguez;JUANJO SALOM DIAZ;VALENTES;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_111_bi.jpg;;"{""coordinates"": [-0.39287818924182744, 39.493446126615375], ""type"": ""Point""}";39.493446126615375, -0.39287818924182744
2881;274;Tenda, pl.;7;Eva Cabrera Catalán;Pablo Moll Hervás;MIGUEL MARCH;EGIP-MATIC;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_274_bi.jpg;;"{""coordinates"": [-0.4176986406869739, 39.49748752543672], ""type"": ""Point""}";39.49748752543672, -0.4176986406869739
2882;245;Manuel de Falla-Tamarindes;17;Candela Villanueva Moreno;Pablo Sebastián Fernández;ARTURO VALLÉS BEA;L'HORA DE...;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_245_bi.jpg;;"{""coordinates"": [-0.39958860414318625, 39.476681864009954], ""type"": ""Point""}";39.476681864009954, -0.39958860414318625
2891;97;Sèneca-Iecla;15;Carla Iranzo Alandi;Javier Cubero Martínez;JOAN TORRES CUENCA;INVASIO;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_097_bi.jpg;;"{""coordinates"": [-0.35002855059549526, 39.47262538721681], ""type"": ""Point""}";39.47262538721681, -0.35002855059549526
2892;13;Actor Mora-Constitució;15;NO HAY;NO HAY;Matias Almela Piqueras;JAZZ;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_013_bi.jpg;;"{""coordinates"": [-0.37763377884398014, 39.48714440294094], ""type"": ""Point""}";39.48714440294094, -0.37763377884398014
2896;247;Lleons-Poeta Mas i Ros;8;NO HAY;Pablo Romá Prieto;FRANCISCO PELLICER BRELL;TINC UNA IDEA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_247_bi.jpg;;"{""coordinates"": [-0.3465790198150186, 39.470170584060384], ""type"": ""Point""}";39.470170584060384, -0.3465790198150186
2897;346;Riu Tajo-Cavite;19;Emma Prats Sena;Víctor Mendoza López;Ramón Lemos Sierra;Cuentos Chinos;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_346_bi.jpg;;"{""coordinates"": [-0.32750187518773277, 39.477685539181586], ""type"": ""Point""}";39.477685539181586, -0.32750187518773277
2898;391;Montesa - Dr. Marañón;22;Elena Requejo Tárrega;NO HAY;CREACIONES ARTISTICAS MARCOS ROBLES;LA GRANJA DE MONTESA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_391_bi.jpg;;"{""coordinates"": [-0.3940459994754269, 39.455391391841395], ""type"": ""Point""}";39.455391391841395, -0.3940459994754269
2899;271;Mossén Milà, pl.;21;María Pilar Marzo de Zárate;David Garzón Beneyto;FUSTA Y CARTÓ, SL;L'ANDANA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_271_bi.jpg;;"{""coordinates"": [-0.37330389977944256, 39.475655632400844], ""type"": ""Point""}";39.475655632400844, -0.37330389977944256
2900;233;Av. de la Plata-La Senyera;12;Daniela González Rendón;Héctor Soria González;JUAN CARLOS BANACLOY;DIAS DE FALLA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_233_bi.jpg;;"{""coordinates"": [-0.36235343573616197, 39.45716006657836], ""type"": ""Point""}";39.45716006657836, -0.36235343573616197
2901;19;Sant Bult, pl.;13;Aitana Garrido Bonell;NO HAY;Superarte;Veo Veo  Faller;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_019_bi.jpg;;"{""coordinates"": [-0.37059098747298225, 39.47500382888156], ""type"": ""Point""}";39.47500382888156, -0.37059098747298225
2903;69;Sant Josep de Pignatelli-Doctor Peset Aleixandre;16;Clara Martínez Huete;Lucas Cardo García;DANIEL LÓPEZ IGLESIAS;Natural-ment;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_069_bi.jpg;;"{""coordinates"": [-0.3838605266367581, 39.49101349490619], ""type"": ""Point""}";39.49101349490619, -0.3838605266367581
2913;234;Escalante-Empar Guillén;20;NO HAY;NO HAY;Alejandro Martinez Fernandez;Brilla amb llum propia;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_234_bi.jpg;;"{""coordinates"": [-0.330764347390294, 39.4690094957289], ""type"": ""Point""}";39.4690094957289, -0.330764347390294
2917;39;Castelló-Sogorb;4;Eva Orient Tamarit;Máximo Delmonte Palop;Fet d'Encàrrec. (Maria Falcó - Paco Pellicer);És possible!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_039_bi.jpg;;"{""coordinates"": [-0.3761605424209442, 39.46528152201301], ""type"": ""Point""}";39.46528152201301, -0.3761605424209442
2920;26;Ciutat de l'Artista Faller;9;Noa Martí Soler;Alex Álvarez Martínez;JUAN JESÚS GARCÍA PÉREZ;UNA TASSA DE NATURALESA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_026_bi.jpg;;"{""coordinates"": [-0.39380345386636667, 39.49862434279591], ""type"": ""Point""}";39.49862434279591, -0.39380345386636667
2923;37;Dalt-Sant Tomàs;18;Ana Martínez Almenar;Héctor Von Nostitz-Wallwitz Almenar;MR.Changa (Victor M. Valero Valero);EL MÓN ( en samarreta);;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_037_bi.jpg;;"{""coordinates"": [-0.3798975331739785, 39.47822118358169], ""type"": ""Point""}";39.47822118358169, -0.3798975331739785
2929;292;Mestre Arambul Sanz-Campanar;7;Nerea Pedreño Tena;NO HAY;DAVID MOURELLE NICOLÁS;CASTELLS EN L'AIRE;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_292_bi.jpg;;"{""coordinates"": [-0.3953216068450881, 39.48166025948845], ""type"": ""Point""}";39.48166025948845, -0.3953216068450881
2934;236;Jesús, pl.;14;Irene Enrique Gallego;Hugo Sánchez Tijeras;Juan Jesús García Pérez;Unboxing;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_236_bi.jpg;;"{""coordinates"": [-0.388126102052446, 39.46048227963268], ""type"": ""Point""}";39.46048227963268, -0.388126102052446
2935;40;Carabasses-En Gall;18;Paula Arbona Lloria;Víctor Torelli Martín;ALEJANDRO CANO;NAIX UNA ESTRELA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_040_bi.jpg;;"{""coordinates"": [-0.3788195558557945, 39.47299290722347], ""type"": ""Point""}";39.47299290722347, -0.3788195558557945
2938;285;Rodríguez de Cepeda-Llorenç Palmireno;7;Carmen Gaya Jiménez;Javier Ferrando Lázaro;Mario Gual del Olmo;A Cepeda passen coses;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_285_bi.jpg;;"{""coordinates"": [-0.35113347850253607, 39.468041630170084], ""type"": ""Point""}";39.468041630170084, -0.35113347850253607
2944;148;Alfons el Magnànim-Nau-Bonaire;16;Lucía Martínez Moscardó;Jaime Segovia Bargues;Juan Jesús García Pérez;Engaviats;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_148_bi.jpg;;"{""coordinates"": [-0.3708245495445145, 39.47213304697452], ""type"": ""Point""}";39.47213304697452, -0.3708245495445145
2945;127;Doctor Sanchis Bergón-Túria;12;Claudia Molina Franch;NO HAY;FERRAN MADERO CANDELAS;VOLEM;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_127_bi.jpg;;"{""coordinates"": [-0.38541318959493837, 39.4783945277211], ""type"": ""Point""}";39.4783945277211, -0.38541318959493837
2946;126;Pintor Salvador Abril-Pere III El Gran;11;Montse Ferrando Mascarós;Ángel Sanz Villanueva;JAUME TORRENT ARENAS;SUPER A LA VALENCIANA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_126_bi.jpg;;"{""coordinates"": [-0.3700430144439861, 39.462451951048074], ""type"": ""Point""}";39.462451951048074, -0.3700430144439861
2948;273;Regne de València-Mestre Serrano;19;María Olmos Guirado;NO HAY;Ignacio Ferrando Tamarit;EL LOBO, FEROZ;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_273_bi.jpg;;"{""coordinates"": [-0.368093671155861, 39.46349918292732], ""type"": ""Point""}";39.46349918292732, -0.368093671155861
2950;94;Mercat de Montolivet, pl.;5;María Tatay Tatay;Jaume Blas Monsalve;Andreu Sanchez Hernandez;La Creació;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_094_bi.jpg;;"{""coordinates"": [-0.36123952524236097, 39.4595598436558], ""type"": ""Point""}";39.4595598436558, -0.36123952524236097
2951;344;Polo y Peyrolón-Ciutat de Mula;16;Daniela Badenes Poveda;Martín Grande Hernández;J DE JUANES;LA TENDETA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_344_bi.jpg;;"{""coordinates"": [-0.35369367728007656, 39.474164796069935], ""type"": ""Point""}";39.474164796069935, -0.35369367728007656
2953;63;Ripalda-Soguers;18;Elena Serantes Corredor;NO HAY;IGNACIO FERRANDO TAMARIT;UNA DE AVENTURAS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_063_bi.jpg;;"{""coordinates"": [-0.3804994054199815, 39.478394528025824], ""type"": ""Point""}";39.478394528025824, -0.3804994054199815
2957;351;Doctor Álvaro López-Sant Joan de Déu;17;Zaira Bueicheku Haro;Raúl Escamilla Martínez;FRANCISCO MARTOS SANCHEZ;QUE GRAN ES EL IAIO;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_351_bi.jpg;;"{""coordinates"": [-0.33154122213693543, 39.47793689694439], ""type"": ""Point""}";39.47793689694439, -0.33154122213693543
2960;198;Àngel, pl.;18;Daniela Fernández Puchal;NO HAY;FET D'EMCARREC;Nyam, nyam..., bon profit!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_198_bi.jpg;;"{""coordinates"": [-0.3773014028968377, 39.47817264667735], ""type"": ""Point""}";39.47817264667735, -0.3773014028968377
2967;293;Benimodo-Enginyer Dicenta;20;Raquel Esparza Benedito;Raúl Benedito Mateo;Antonio Sales;Aventures;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_293_bi.jpg;;"{""coordinates"": [-0.42074736094815446, 39.49914802918821], ""type"": ""Point""}";39.49914802918821, -0.42074736094815446
2968;200;Carcaixent-Compromís de Casp;20;Valeria Martínez Muñoz;David Iglesias Debón;Alejandro Cano Hernandez;CANTA CANTA !!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_200_bi.jpg;;"{""coordinates"": [-0.3880362704202343, 39.459428066795866], ""type"": ""Point""}";39.459428066795866, -0.3880362704202343
2969;58;Sevilla-Dénia;20;Alma Martínez Ayala;Ángel Carot García;Daniel López;EAO. Educación Animal Obligatoria;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_058_bi.jpg;;"{""coordinates"": [-0.37391258459319565, 39.46357057995173], ""type"": ""Point""}";39.46357057995173, -0.37391258459319565
2973;343;Pianista Martínez Carrasco-Eslida;20;Lucía Martínez Domínguez;Luca Antonino Alba Ardizzone;Andreu Sanchez Hernandez;Un bosque de setas;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_343_bi.jpg;;"{""coordinates"": [-0.3709571193663288, 39.447549497233936], ""type"": ""Point""}";39.447549497233936, -0.3709571193663288
2977;219;;;;;;;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_219_bi.jpg;;"{""coordinates"": [-0.3766546157861066, 39.470239929971555], ""type"": ""Point""}";39.470239929971555, -0.3766546157861066
2978;118;Acàcies-Picaio;12;Aitana Paredes Oller;Samuel Ruiz Bernardo;Xavier Herrero;Dino parc;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_118_bi.jpg;;"{""coordinates"": [-0.3881420742898495, 39.49094588301608], ""type"": ""Point""}";39.49094588301608, -0.3881420742898495
2988;160;Sant Ignasi de Loiola-Jesús i Maria;8;Vega Palanca Mascarós;Antonio Palanca Mascarós;ANGELA GRAU GONZÁLEZ;FES-HO PER TU;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_160_bi.jpg;;"{""coordinates"": [-0.3893628889480667, 39.47382721085117], ""type"": ""Point""}";39.47382721085117, -0.3893628889480667
2991;244;Josep Maria Haro-Poeta Mas i Ros;14;Lucía Lafoz García;Alejandro Cuevas García;SERGIO CARRERO MELIÁN;Japón;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_244_bi.jpg;;"{""coordinates"": [-0.3390421539943016, 39.46768101931347], ""type"": ""Point""}";39.46768101931347, -0.3390421539943016
2995;11;Mercé, pl.;4;Lucía Martínez Corts;Daniel García Lluch;SALVADOR FERRIS CERVERO;TIPICAS FALLAS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_011_bi.jpg;;"{""coordinates"": [-0.3779123307738656, 39.47264736174168], ""type"": ""Point""}";39.47264736174168, -0.3779123307738656
2996;195;Gravador Jordán-Escultor Pastor;13;Amaia Sánchez Tomás;Andrés Navarro Luna;David San Ruperto;Quin conte más contat;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_195_bi.jpg;;"{""coordinates"": [-0.36730811121655554, 39.4433034705076], ""type"": ""Point""}";39.4433034705076, -0.36730811121655554
3002;265;Riu Segura-Forn d'Alcedo;14;Natalia Ríos García;NO HAY;Alejandro Cano Hernández;Fresquet i Caloret;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_265_bi.jpg;;"{""coordinates"": [-0.374873567810619, 39.43226471033895], ""type"": ""Point""}";39.43226471033895, -0.374873567810619
3004;92;En Sendra-Coll, pl.;19;Aroa Mínguez Pinto;NO HAY;Rubén Vela Romero de Vila;L'Aigua;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_092_bi.jpg;;"{""coordinates"": [-0.3819187425906575, 39.4747750027217], ""type"": ""Point""}";39.4747750027217, -0.3819187425906575
3005;134;Vilanova de Castelló-Horticultor Galán;22;NO HAY;Francesc Barreda de Toro;LA COMISSIÓ;AMICS D´ALTRES MONS;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_134_bi.jpg;;"{""coordinates"": [-0.3798166855647066, 39.48817046493062], ""type"": ""Point""}";39.48817046493062, -0.3798166855647066
3016;270;Cuenca Tramoyeres-Guàrdia Civil;11;Lía Vila Andrés;David Vila Andrés;AMPARO VALERO COSTA;SI EMOCIONA PENSAR-HO, IMAGINA'T FER-HO;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_270_bi.jpg;;"{""coordinates"": [-0.36055680602303514, 39.482908269605], ""type"": ""Point""}";39.482908269605, -0.36055680602303514
3018;50;Corretgeria-Bany dels Pavesos;18;Ángela Valentina Senent Beltrán;NO HAY;Juanjo Salom;Abans d'adoptar pensa que...;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_050_bi.jpg;;"{""coordinates"": [-0.37680732919412, 39.475371336327484], ""type"": ""Point""}";39.475371336327484, -0.37680732919412
3019;15;Bosseria-Tossal;11;NO HAY;José Manzanaro Llopis;Jusús Liñana - Fallas Hawa;A ningú li amarga un dolç;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_015_bi.jpg;;"{""coordinates"": [-0.3802893728223328, 39.4760731512258], ""type"": ""Point""}";39.4760731512258, -0.3802893728223328
3023;211;Lepant-Guillem de Castro;16;NO HAY;NO HAY;Ricardo Balanzá Martínez;Les ciutats visibles;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_211_bi.jpg;;"{""coordinates"": [-0.38419554878047435, 39.47382051894236], ""type"": ""Point""}";39.47382051894236, -0.38419554878047435
3034;381;;;;;;;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_381_bi.jpg;;"{""coordinates"": [-0.2774446759436301, 39.28066822606607], ""type"": ""Point""}";39.28066822606607, -0.2774446759436301
3035;12;Convent de Jerusalem-Matemàtic Marzal;IE;Alejandra Segura Mora;Francisco Segura Mora;JOSE GALLEGO;SOLIDARIS EN ACCIO;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_012_bi.jpg;;"{""coordinates"": [-0.37961102293054405, 39.46626560224031], ""type"": ""Point""}";39.46626560224031, -0.37961102293054405
3037;347;Pare Lluís Navarro-Remunta;22;NO HAY;NO HAY;LA COMISIO;SÓC FELIÇ JUNT A TU;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_347_bi.jpg;;"{""coordinates"": [-0.32854084844048614, 39.473915164302085], ""type"": ""Point""}";39.473915164302085, -0.32854084844048614
3041;119;Burjassot-Carretera de Paterna;22;NO HAY;NO HAY;ISIDRO VENTISCAS;JAGÜELIN;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_119_bi.jpg;;"{""coordinates"": [-0.3880722027983281, 39.48747024816119], ""type"": ""Point""}";39.48747024816119, -0.3880722027983281
3043;205;Nord-Doctor Zamenhoff;12;María Sanmartín Martínez;NO HAY;RAFAEL VILCHES SÁEZ;TOU DE FRANCE;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_205_bi.jpg;;"{""coordinates"": [-0.391369019342923, 39.475939927820896], ""type"": ""Point""}";39.475939927820896, -0.391369019342923
3046;62;Mossén Sorell-Corona;21;Daniela Uncio Sanchis;NO HAY;Manuel Martín Huguet;Pinocchio TV;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_062_bi.jpg;;"{""coordinates"": [-0.3835446931771884, 39.47828358715293], ""type"": ""Point""}";39.47828358715293, -0.3835446931771884
3049;279;Maties Perello-Lluís de Santàngel;8;Alejandra Barberá Balaguer;NO HAY;Fernando Martínez Hernández;La Ruta de la Seda;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_279_bi.jpg;;"{""coordinates"": [-0.3668719625680928, 39.46177228191299], ""type"": ""Point""}";39.46177228191299, -0.3668719625680928
3051;66;Arbre, pl.;16;Nagore Muela Barrera;Mario Rodríguez Sánchez;Miguel Hache;En caixa;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_066_bi.jpg;;"{""coordinates"": [-0.37871175805202867, 39.47849853420246], ""type"": ""Point""}";39.47849853420246, -0.37871175805202867
3052;76;Josep Benlliure-Vicent Guillot;12;Alba Gauses Ferrer;Enzo Ramos Mascarós;Gabriel Galan Huertas;A Fartar;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_076_bi.jpg;;"{""coordinates"": [-0.32892987480349156, 39.4742642468027], ""type"": ""Point""}";39.4742642468027, -0.32892987480349156
3060;193;Manuel Arnau-La Creu Coberta;19;Lara Jiménez Piñeiro;Marcos Escobar Jiménez;Vicente Espeleta;Matematica;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_193_bi.jpg;;"{""coordinates"": [-0.38652710094792225, 39.44797633982736], ""type"": ""Point""}";39.44797633982736, -0.38652710094792225
3063;299;Maria Ros-Manuel Iranzo;21;Rebeca Ramos Marzo;Andreu de Paula Villalva;Francisco Cuadros y David Zahonero;A la taula i al llit, al primer grit;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_299_bi.jpg;;"{""coordinates"": [-0.3927344586131, 39.42714199346251], ""type"": ""Point""}";39.42714199346251, -0.3927344586131
3068;153;Sant Pere-Mare de Déu de la Vallivana;10;Ainhoa Gómez Alhambra;Luis Muñoz Alguacil;Enric Andres Alandi;Turisme Sideral Valencià;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_153_bi.jpg;;"{""coordinates"": [-0.33107277703573634, 39.4719390308443], ""type"": ""Point""}";39.4719390308443, -0.33107277703573634
2721;145;Duc de Gaeta-La Pobla de Farnals;IE;Sara Marín Sánchez;Joan García Úbeda;MARIO PEREZ SANCHEZ;FALLAPARAULA;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_145_bi.jpg;;"{""coordinates"": [-0.3489685384902679, 39.468832194237955], ""type"": ""Point""}";39.468832194237955, -0.3489685384902679
2723;295;Camí de Montcada-Pintor Jacomart;9;Rocío López Torres;Mateo García Torrijos;Pepe Sales Marco;Açò és de risa!;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_295_bi.jpg;;"{""coordinates"": [-0.38136178801287474, 39.49585851619734], ""type"": ""Point""}";39.49585851619734, -0.38136178801287474
2724;367;Puebla de Valverde-II República Espanyola;8;Mar Moliner García;Eduardo Zarzo Luque;ISIDRO VENTISCAS;¡ UNA COMISSIÓ DE MERAVELLA !;;;http://mapas.valencia.es/WebsMunicipales/layar/img/fallasvalencia/2024_367_bi.jpg;;"{""coordinates"": [-0.4017894775771077, 39.460516957356], ""type"": ""Point""}";39.460516957356, -0.4017894775771077
